name	type	tags
What is the difference between convolutional neural networks and deep learning?	question	machine-learning,neural-networks,deep-learning,terminology,conv-neural-network
Loss function for autoencoders	question	mse,autoencoders,tensorflow,cross-entropy
Benefits of stratified vs random sampling for generating training data in classification	question	classification,cross-validation,random-forest,train,stratification
Who invented the decision tree?	question	cart,history
Is it true that Bayesian methods don&#39;t overfit?	question	bayesian,nonparametric,gaussian-process,overfitting,misspecification
Gradient backpropagation through ResNet skip connections	question	machine-learning,neural-networks,conv-neural-network,gradient-descent,backpropagation
Understanding input_shape parameter in LSTM with Keras	question	lstm,keras,shape,dimensions
Does the image format (png, jpg, gif) affect how an image recognition neural net is trained?	question	neural-networks,deep-learning,image-processing
Why Beta/Dirichlet Regression are not considered Generalized Linear Models?	question	generalized-linear-model,beta-regression,dirichlet-regression
Continuous generalization of the negative binomial distribution	question	distributions,negative-binomial,count-data,continuous-data,bioinformatics
Training loss increases with time	question	machine-learning,neural-networks,loss-functions,rnn,training-error
Is probability theory the study of non-negative functions that integrate/sum to one?	question	probability,mathematical-statistics,measure-theory
Why does the Kolmogorov-Smirnov test work?	question	distributions,statistical-significance,nonparametric,kolmogorov-smirnov
When does Fisher&#39;s &quot;go get more data&quot; approach make sense?	question	hypothesis-testing,p-value,intuition,philosophical
Can a confounding factor hide a possible causal relationship? (as opposed to find a spurious one)	question	causality,confounding,spurious-correlation,omitted-variable-bias
Why Not Prune Your Neural Network?	question	machine-learning,neural-networks,optimization,pruning
Application of wavelets to time-series-based anomaly detection algorithms	question	time-series,outliers,signal-processing,wavelet
How to project a new vector onto PCA space?	question	r,pca
Inter-rater reliability for ordinal or interval data	question	reliability,psychometrics,agreement-statistics,cohens-kappa
How to estimate how many people attended an event (say, a political rally)?	question	estimation,sampling
Amoeba Interview Question	question	probability
What if interaction wipes out my direct effects in regression?	question	regression,interaction
Statistics collaboration	question	academia
Estimating a distribution based on three percentiles	question	r,regression,quantiles
Subsetting R time series vectors	question	r,time-series
What is a white noise process?	question	time-series
General Linear Model vs. Generalized Linear Model (with an identity link function?)	question	generalized-linear-model,modeling,linear-model
Top five classifiers to try first	question	machine-learning,classification,methodology
Detecting patterns of cheating on a multi-question exam	question	r,clustering,classification,psychometrics
Constructing confidence intervals based on profile likelihood	question	confidence-interval,profile-likelihood
Differences between heavy tail and fat tail distributions	question	distributions,fat-tails,heavy-tailed
Addressing model uncertainty	question	machine-learning,bayesian,model-selection
Can non-random samples be analyzed using standard statistical tests?	question	sampling,randomness
Post hoc test after ANOVA with repeated measures using R	question	r,anova,repeated-measures,post-hoc,contrasts
How to test the autocorrelation of the residuals?	question	r,regression,correlation,autocorrelation
Is there a nonparametric equivalent of Tukey HSD?	question	multiple-comparisons,nonparametric,tukey-hsd
Random matrices with constraints on row and column length	question	random-generation,normalization,markov-process,random-matrix
What diagnostic plots exists for quantile regression?	question	r,regression,diagnostic,quantile-regression,gamlss
Comparing smoothing splines vs loess for smoothing?	question	regression,splines,loess
Introduction to structural equation modeling	question	references,modeling,sem,psychometrics
What&#39;s a good tool to create Sankey diagrams?	question	data-visualization,software,sankey-diagram
How to measure smoothness of a time series in R?	question	r,time-series
Who invented k-fold cross-validation?	question	cross-validation,references
How do I fit a set of data to a Pareto distribution in R?	question	r,pareto-distribution
The reference book for statistics with R – does it exist and what should it contain?	question	r,references
What are good data visualization techniques to compare distributions?	question	r,distributions,data-visualization,boxplot,relative-distribution
Correlation between two time series	question	time-series
How do betting houses determine betting odds for sports?	question	probability,stochastic-processes
What is the relationship between regression and linear discriminant analysis (LDA)?	question	regression,logistic,discriminant-analysis,canonical-correlation,reduced-rank-regression
Topic models and word co-occurrence methods	question	machine-learning,text-mining,natural-language,topic-models
